VIN,ITOT,VOUT,VDROP
3.3,+3.213060E-03,0.793019864,-2.19136052
3.2,+3.199330E-03,0.792961736,-2.19135765
3.1,+3.186958E-03,0.792888677,-2.19136723
3.0,+3.175599E-03,0.792823797,-2.1913933
2.9,+3.165102E-03,0.792731939,-2.19137587
2.8,+3.154504E-03,0.792628689,-2.19135856
2.7,+3.144670E-03,0.792531063,-2.1913947
2.6,+3.134816E-03,0.792445602,-2.19139741
2.5,+3.125203E-03,0.792376239,-2.19138014
2.4,+3.115827E-03,0.792326628,-2.19139297
2.3,+3.106377E-03,0.792255173,-2.1914161
2.2,+3.096844E-03,0.792174348,-2.19138408
2.1,+3.088074E-03,0.792126297,-2.19138921
2.0,+3.078980E-03,0.792089879,-2.19142407
1.9,+3.070096E-03,0.792103034,-2.19139367
1.8,+3.061094E-03,0.792106202,-2.19138867
1.7,+3.051330E-03,0.792076264,-2.19137048
1.6,+3.030719E-03,0.79184872,-2.19138517
1.5,+2.959487E-03,0.740449856,-2.19138787
1.4,+2.860030E-03,0.642822553,-2.19143627
1.3,+2.756099E-03,0.543803518,-2.19147054
1.2,+2.651525E-03,0.444684652,-2.19149224
