IL,ITOT,VOUT,VDROP
0.0001,+2.018028E-03,0.597789373,0.265305783
0.0003,+2.215121E-03,0.598007308,0.21265035
0.0005,+2.411957E-03,0.597638238,0.160847394
0.001,+2.904739E-03,0.597689317,0.0313842172
0.002,+3.887396E-03,0.597726127,-0.227471494
0.003,+4.871028E-03,0.597756348,-0.485858355
0.004,+5.852667E-03,0.597750702,-0.744581077
0.005,+6.838856E-03,0.598003448,-1.0035469
0.006,+7.823340E-03,0.598005582,-1.26253244
0.007,+8.806210E-03,0.597907506,-1.5215015
0.008,+9.790818E-03,0.598001589,-1.78050614
0.009,+1.049989E-02,0.597438894,-2.03924338
0.01,+1.049988E-02,0.59308519,-2.29819729
