IL,ITOT,VOUT,VDROP
0.0001,+2.780395E-03,0.99460851,0.461904717
0.0003,+2.974957E-03,0.994658475,0.410120791
0.0005,+3.173034E-03,0.994655052,0.35827848
0.001,+3.665645E-03,0.99466807,0.228056607
0.002,+4.648913E-03,0.994454931,-0.0308910769
0.003,+5.629986E-03,0.994083961,-0.289039434
0.004,+6.613175E-03,0.994255835,-0.548018386
0.005,+7.598689E-03,0.994416019,-0.807019625
0.006,+8.582517E-03,0.994340846,-1.06599365
0.007,+9.565790E-03,0.994344198,-1.3247363
0.008,+1.049990E-02,0.994471962,-1.58372508
0.009,+1.049988E-02,0.990955405,-1.84270123
0.01,+1.049987E-02,0.723697919,-2.10164998
