IL,ITOT,VOUT,VDROP
0.0001,+3.549688E-03,1.3939583,0.658809235
0.0003,+3.742276E-03,1.39398227,0.606987964
0.0005,+3.937900E-03,1.39395856,0.555176863
0.001,+4.430409E-03,1.39387425,0.425663474
0.002,+5.417205E-03,1.39390364,0.165812269
0.003,+6.400992E-03,1.3938672,-0.0931151978
0.004,+7.382378E-03,1.39402046,-0.351470849
0.005,+8.365753E-03,1.39400896,-0.610301737
0.006,+9.348623E-03,1.39409999,-0.869227247
0.007,+1.033181E-02,1.39430817,-1.12825487
0.008,+1.049988E-02,1.37429893,-1.38721508
0.009,+1.049988E-02,1.14427184,-1.64619585
0.01,+1.049986E-02,0.919030542,-1.90495333
