IL,VOUT
1e-09,0.9020942296994242
1.258925411794167e-09,0.9020942253666258
1.584893192461114e-09,0.9020942197363055
1.9952623149688803e-09,0.9020942126488124
2.511886431509581e-09,0.9020942037272188
3.1622776601683803e-09,0.9020941924972288
3.981071705534974e-09,0.9020941783620968
5.0118723362727255e-09,0.9020941605711182
6.3095734448019354e-09,0.9020941381800968
7.943282347242819e-09,0.9020941100017544
1.000000000000001e-08,0.9020940745436083
1.2589254117941681e-08,0.9020940299302378
1.5848931924611153e-08,0.9020939738061556
1.9952623149688813e-08,0.9020939032147308
2.511886431509582e-08,0.9020938144475962
3.1622776601683825e-08,0.9020937028579996
3.9810717055349776e-08,0.9020935626303926
5.0118723362727296e-08,0.9020933864975368
6.30957344480194e-08,0.9020931653955352
7.943282347242826e-08,0.9020928880469252
1.000000000000001e-07,0.9020925404626592
1.258925411794169e-07,0.9020921053563824
1.584893192461116e-07,0.9020915614698106
1.995262314968882e-07,0.9020908828180164
2.511886431509584e-07,0.902090037879848
3.162277660168384e-07,0.902088988784034
3.981071705534979e-07,0.9020876905777474
5.011872336272731e-07,0.9020860907124376
6.309573444801943e-07,0.902084128939058
7.943282347242829e-07,0.9020817809886272
1.000000000000002e-06,0.9020789076473478
1.25892541179417e-06,0.9020754638434996
1.584893192461117e-06,0.9020713768701378
1.995262314968884e-06,0.9020665806604216
2.511886431509586e-06,0.90206102191395
3.162277660168386e-06,0.9020546663433164
3.981071705534982e-06,0.902047504001698
5.011872336272735e-06,0.9020395525851672
6.309573444801948e-06,0.9020308578618502
7.943282347242835e-06,0.902021490942378
1.000000000000003e-05,0.9020115428015884
1.258925411794171e-05,0.9020011170417904
1.584893192461118e-05,0.9019903221538976
1.995262314968885e-05,0.901979264432599
2.511886431509587e-05,0.9019680423355312
3.162277660168388e-05,0.9019567426189692
3.981071705534984e-05,0.9019454381884447
5.011872336272738e-05,0.9019341873526142
6.309573444801952e-05,0.9019230340682496
7.943282347242841e-05,0.90191200877485
0.0001,0.9019011294889157
0.0001258925411794,0.9018904029196309
0.0001584893192461,0.9018798254548008
0.0001995262314968,0.9018693839374812
0.0002511886431509,0.9018590562081956
0.0003162277660168,0.9018488114268234
0.0003981071705534,0.9018386102143532
0.0005011872336272,0.9018284046661958
0.0006309573444801,0.9018181382788532
0.0007943282347242,0.9018077457881872
0.001,0.9017971528283378
0.0012589254117941,0.9017862751879078
0.0015848931924611,0.9017750172999736
0.0019952623149688,0.9017632695255684
0.0025118864315095,0.9017509038426476
0.0031622776601683,0.901737767722374
0.0039810717055349,0.901723676140718
0.0050118723362727,0.9017084016834388
0.0063095734448019,0.9016916625008496
0.0079432823472428,0.9016731075328032
0.01,0.9016522980742836
0.0125892541179417,0.9016286844475035
0.0158489319246112,0.9016015762660926
0.0199526231496888,0.9015701044607428
0.0251188643150959,0.9015331728269388
0.0316227766016839,0.9014893963157974
0.0398107170553499,0.9014370225963432
0.0501187233627274,0.9013738325593108
0.0630957344480196,0.901297014383352
0.0794328234724285,0.9012030044982616
0.1,0.901087287313834
0.0794328234724285,0.9012030049756208
0.0630957344480196,0.9012970148780792
0.0501187233627274,0.9013738330808474
0.0398107170553499,0.9014370231541224
0.0316227766016839,0.901489396918714
0.0251188643150959,0.9015331734833192
0.0199526231496888,0.901570105178424
0.0158489319246112,0.901601577052418
0.0125892541179417,0.9016286853091212
0.01,0.9016522990168462
0.0079432823472428,0.901673108560753
0.0063095734448019,0.901691663617648
0.0050118723362727,0.9017084028926702
0.0039810717055349,0.9017236774482704
0.0031622776601683,0.90173776913927
0.0025118864315095,0.90175090538728
0.0019952623149688,0.9017632712237174
0.0015848931924611,0.9017750191818018
0.0012589254117941,0.9017862772826928
0.001,0.9017971551589282
0.0007943282347242,0.901807748367008
0.0006309573444801,0.9018181411062262
0.0005011872336272,0.9018284077305458
0.0003981071705534,0.9018386134934058
0.0003162277660168,0.9018488148889204
0.0002511886431509,0.9018590598132048
0.0001995262314968,0.9018693876371544
0.0001584893192461,0.9018798291926596
0.0001258925411794,0.9018904066306898
0.0001,0.9019011330996516
7.943282347242841e-05,0.9019120122039678
6.309573444801952e-05,0.9019230372288952
5.011872336272738e-05,0.9019341901567126
3.981071705534984e-05,0.9019454405536828
3.162277660168388e-05,0.9019567444784512
2.511886431509587e-05,0.9019680436492448
1.995262314968885e-05,0.9019792651984856
1.584893192461118e-05,0.901990322415098
1.258925411794171e-05,0.902001116886154
1.000000000000003e-05,0.9020115423509136
7.943282347242835e-06,0.9020214903322404
6.309573444801948e-06,0.9020308572172628
5.011872336272735e-06,0.9020395520000106
3.981071705534982e-06,0.902047503528746
3.162277660168386e-06,0.9020546659968084
2.511886431509586e-06,0.9020610216811232
1.995262314968884e-06,0.9020665805156006
1.584893192461117e-06,0.9020713767860458
1.25892541179417e-06,0.9020754637975475
1.000000000000002e-06,0.9020789076235356
7.943282347242829e-07,0.902081780976396
6.309573444801943e-07,0.9020841579475252
5.011872336272731e-07,0.902086081033855
3.981071705534979e-07,0.9020876834119316
3.162277660168384e-07,0.90208898405876
2.511886431509584e-07,0.9020900347985872
1.995262314968882e-07,0.9020908808219514
1.584893192461116e-07,0.9020915601835194
1.258925411794169e-07,0.9020921045309804
1.000000000000001e-07,0.9020925399348044
7.943282347242826e-08,0.9020928877102744
6.30957344480194e-08,0.9020931651812966
5.0118723362727296e-08,0.9020933863614364
3.9810717055349776e-08,0.9020935625440516
3.1622776601683825e-08,0.9020937028032864
2.511886431509582e-08,0.9020938144129566
1.9952623149688813e-08,0.902093903192814
1.5848931924611153e-08,0.9020939737922984
1.2589254117941681e-08,0.902094029921478
1.000000000000001e-08,0.9020940745380746
7.943282347242819e-09,0.902094109998258
6.3095734448019354e-09,0.9020941381778884
5.0118723362727255e-09,0.9020941605697248
3.981071705534974e-09,0.902094178361217
3.1622776601683803e-09,0.902094192496674
2.511886431509581e-09,0.9020942037268672
1.9952623149688803e-09,0.9020942126485916
1.584893192461114e-09,0.902094219736166
1.258925411794167e-09,0.9020942253665296
1e-09,0.9020942298392036
