IL,ITOT,VOUT,VDROP
0.0001,+4.169985E-03,1.69500474,0.80899702
0.0003,+4.357153E-03,1.69526655,0.756829114
0.0005,+4.552670E-03,1.69519116,0.704700723
0.001,+5.045629E-03,1.6952429,0.574337944
0.002,+6.036286E-03,1.69561167,0.313548707
0.003,+7.028020E-03,1.69565316,0.0519936703
0.004,+8.016808E-03,1.69568847,-0.208644455
0.005,+9.002071E-03,1.69586457,-0.468480876
0.006,+9.991362E-03,1.69580549,-0.729219466
0.007,+1.049988E-02,1.65100232,-0.989948607
0.008,+1.049987E-02,1.49116796,-1.25066739
0.009,+1.049986E-02,1.29527854,-1.51113727
0.01,+1.049986E-02,1.05747428,-1.77185054
