IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.523592E-04,1.69954238,1.65962762,1.6801774999999999
0.0003,+4.413578E-04,1.69929593,1.60713584,1.6273175
0.0005,+6.376541E-04,1.69916588,1.55471465,1.5744574999999998
0.001,+1.132628E-03,1.69894294,1.42355959,1.4423074999999999
0.002,+2.125553E-03,1.69871571,1.16133685,1.1780074999999999
0.003,+3.118518E-03,1.69856263,0.89909925,0.9137074999999999
0.004,+4.110813E-03,1.6984862,0.637099846,0.6494074999999999
0.005,+5.104110E-03,1.69838909,0.374857772,0.38510749999999994
0.006,+6.100297E-03,1.6983752,0.111821968,0.12080749999999973
0.007,+7.093126E-03,1.69828221,-0.150225509,-0.14349250000000024
0.008,+8.083529E-03,1.69820592,-0.411757875,-0.4077925
0.009,+9.076331E-03,1.69814666,-0.673733784,-0.6720925
0.01,+1.006904E-02,1.69810792,-0.935845977,-0.9363925
