IL,ITOT,VOUT,VDROP,VISET
0.0001,+5.173856E-04,1.39976869,-0.00988148727,1.3790114705882353
0.0003,+7.095650E-04,1.39905371,-0.00990353982,1.3261514705882351
0.0005,+9.079808E-04,1.39875669,-0.00994242143,1.2732914705882352
0.001,+1.405021E-03,1.39828688,-0.0099993405,1.1411414705882352
0.002,+2.395746E-03,1.39788321,-0.0101358064,0.8768414705882351
0.003,+3.384175E-03,1.39758724,-0.0102764117,0.6125414705882352
0.004,+4.373522E-03,1.39730964,-0.0104028841,0.34824147058823507
0.005,+5.364885E-03,1.3972128,-0.010548077,0.08394147058823509
0.006,+6.352807E-03,1.39710676,-0.0106768141,-0.1803585294117649
0.007,+7.338387E-03,1.3969407,-0.0108121102,-0.44465852941176487
0.008,+8.327064E-03,1.39683348,-0.0109417073,-0.7089585294117651
0.009,+9.314388E-03,1.39668114,-0.0110970291,-0.9732585294117646
0.01,+1.030225E-02,1.39657504,-0.0112363431,-1.237558529411765
