IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.937301E-04,1.59891665,-0.00978022253,1.5797888235294117
0.0003,+4.660470E-04,1.598386,-0.00982119464,1.5269288235294118
0.0005,+6.575112E-04,1.59806769,-0.00984523537,1.474068823529412
0.001,+1.148826E-03,1.59762716,-0.00990391312,1.341918823529412
0.002,+2.136194E-03,1.59720022,-0.0100375032,1.077618823529412
0.003,+3.122624E-03,1.59684981,-0.0101691603,0.8133188235294119
0.004,+4.111306E-03,1.59663375,-0.0103049321,0.5490188235294118
0.005,+5.099725E-03,1.59645937,-0.0104622891,0.2847188235294118
0.006,+6.090854E-03,1.59625282,-0.0105876582,0.020418823529411823
0.007,+7.078919E-03,1.59612775,-0.0107299061,-0.24388117647058816
0.008,+8.064153E-03,1.59597657,-0.010866242,-0.5081811764705884
0.009,+9.052945E-03,1.59586841,-0.0110062086,-0.7724811764705883
0.01,+1.004089E-02,1.59570088,-0.0111404678,-1.0367811764705883
