VIN,ITOT,VOUT,VDROP
3.3,+3.219550E-03,1.99105956,0.997454659
3.2,+3.209081E-03,1.9910241,0.997440039
3.1,+3.198885E-03,1.99101423,0.997429467
3.0,+3.184124E-03,1.99109082,0.997430015
2.9,+3.140002E-03,1.9916546,0.997412277
2.8,+2.875016E-03,1.91332654,0.997448674
2.7,+2.577951E-03,1.81582905,0.997452529
2.6,+2.277029E-03,1.71851341,0.997524853
2.5,+1.977715E-03,1.62154377,0.99751804
2.4,+1.679508E-03,1.52497944,0.99745609
2.3,+1.382744E-03,1.42897471,0.997517109
2.2,+1.088856E-03,1.33393088,0.99754036
2.1,+7.988857E-04,1.24019165,0.997534072
2.0,+5.168456E-04,1.1489163,0.997503396
