IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.819146E-04,1.42985953,1.38042753,1.3790114705882353
0.0003,+4.758495E-04,1.42981577,1.32786963,1.3261514705882351
0.0005,+6.696054E-04,1.42974924,1.27538781,1.2732914705882352
0.001,+1.156584E-03,1.42980503,1.14439979,1.1411414705882352
0.002,+2.128775E-03,1.42990557,0.882254295,0.8768414705882351
0.003,+3.101226E-03,1.42992635,0.620125698,0.6125414705882352
0.004,+4.074543E-03,1.42995302,0.358160045,0.34824147058823507
0.005,+5.050036E-03,1.42998926,0.0955793569,0.08394147058823509
0.006,+6.022871E-03,1.42996283,-0.166329961,-0.1803585294117649
0.007,+6.993749E-03,1.43004724,-0.427715041,-0.44465852941176487
0.008,+7.968414E-03,1.42993345,-0.689727014,-0.7089585294117651
0.009,+8.941812E-03,1.42990139,-0.951361951,-0.9732585294117646
0.01,+9.916574E-03,1.42980264,-1.21313659,-1.237558529411765
