IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.802313E-05,1.62889059,1.62954492,1.6299831617647058
0.0003,+8.569053E-05,1.57342005,1.57688072,1.577123161764706
0.0005,+1.835820E-04,1.54739686,1.52429966,1.5242631617647058
0.001,+6.353579E-04,1.53840137,1.39324203,1.3921131617647058
0.002,+1.592135E-03,1.53373964,1.13086875,1.1278131617647058
0.003,+2.555407E-03,1.53145285,0.868761882,0.8635131617647057
0.004,+3.521159E-03,1.52969054,0.606765026,0.5992131617647056
0.005,+4.488601E-03,1.52808813,0.344821929,0.33491316176470565
0.006,+5.459851E-03,1.52699802,0.0822846304,0.07061316176470567
0.007,+6.428187E-03,1.52582821,-0.179645537,-0.1936868382352943
0.008,+7.396529E-03,1.52506127,-0.440940147,-0.4579868382352945
0.009,+8.367367E-03,1.52408296,-0.702939565,-0.7222868382352945
0.01,+9.337272E-03,1.52323904,-0.964573399,-0.9865868382352945
