IL,ITOT,VOUT,VDROP
0.0001,+2.608064E-03,0.896440863,0.412891961
0.0003,+2.797908E-03,0.896529107,0.360756506
0.0005,+2.996164E-03,0.896443164,0.308621777
0.001,+3.492011E-03,0.896398417,0.177482993
0.002,+4.480293E-03,0.896162678,-0.0830436718
0.003,+5.468289E-03,0.896192409,-0.342945394
0.004,+6.455599E-03,0.896197826,-0.603336241
0.005,+7.444738E-03,0.89621478,-0.863914972
0.006,+8.432022E-03,0.896149789,-1.12453645
0.007,+9.423099E-03,0.896307323,-1.38513929
0.008,+1.040998E-02,0.896228219,-1.64577733
0.009,+1.049987E-02,0.893910248,-1.90617414
0.01,+1.049985E-02,0.670229777,-2.16678038
