IL,ITOT,VOUT,VDROP
0.0001,+2.993638E-03,1.09580566,0.51171828
0.0003,+3.181875E-03,1.09594379,0.459773695
0.0005,+3.376847E-03,1.09595243,0.407677299
0.001,+3.872019E-03,1.09582363,0.27731498
0.002,+4.862648E-03,1.09585571,0.0158989373
0.003,+5.851677E-03,1.09561301,-0.244568795
0.004,+6.837583E-03,1.09561917,-0.504502988
0.005,+7.825484E-03,1.09578331,-0.764890042
0.006,+8.812770E-03,1.09578333,-1.02550079
0.007,+9.802212E-03,1.09579575,-1.28612096
0.008,+1.049988E-02,1.09479995,-1.54674926
0.009,+1.049986E-02,1.03587897,-1.80737141
0.01,+1.049985E-02,0.768178679,-2.06777343
