VIN,ITOT,VOUT,VDROP
3.3,+3.154851E-03,1.60180408,0.115264108
3.2,+3.142744E-03,1.60145295,0.115250139
3.1,+3.132960E-03,1.60136858,0.115212789
3.0,+3.123331E-03,1.60132409,0.115216514
2.9,+3.113363E-03,1.6012865,0.115239798
2.8,+3.104044E-03,1.60127388,0.115198778
2.7,+3.093908E-03,1.60132095,0.115199189
2.6,+3.065396E-03,1.60142413,0.115217428
2.5,+2.920550E-03,1.54707436,0.115217678
2.4,+2.721572E-03,1.44830168,0.115182791
2.3,+2.519535E-03,1.34932893,0.115137832
2.2,+2.317812E-03,1.2506617,0.115069911
2.1,+2.116261E-03,1.15201844,0.115102672
2.0,+1.914634E-03,1.05341683,0.115076333
1.9,+1.713108E-03,0.95493659,0.115047894
1.8,+1.512380E-03,0.856640707,0.115065377
1.7,+1.311766E-03,0.758551336,0.11503583
1.6,+1.112101E-03,0.660765617,0.114960211
