IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.576641E-04,1.00473481,0.964192238,0.9774567647058824
0.0003,+1.072208E-03,1.00326231,0.911543052,0.9245967647058824
0.0005,+1.288086E-03,1.00264334,0.858913332,0.8717367647058823
0.001,+1.806562E-03,1.00198057,0.727295216,0.7395867647058824
0.002,+2.812061E-03,1.00156633,0.464136882,0.47528676470588227
0.003,+3.819386E-03,1.00109981,0.200257822,0.2109867647058823
0.004,+4.814236E-03,1.00091636,-0.0628192386,-0.05331323529411769
0.005,+5.804603E-03,1.00092373,-0.325068258,-0.3176132352941179
0.006,+6.801195E-03,1.00094647,-0.588168768,-0.5819132352941179
0.007,+7.795077E-03,1.00076117,-0.851343217,-0.8462132352941178
0.008,+8.786526E-03,1.00092424,-1.11446673,-1.110513235294118
0.009,+9.779913E-03,1.00102681,-1.37740497,-1.3748132352941176
0.01,+1.049988E-02,1.00013229,-1.64054434,-1.639113235294118
