IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.141112E-04,1.60159465,1.56374974,1.5797888235294117
0.0003,+1.112205E-03,1.60060311,1.51111312,1.5269288235294118
0.0005,+1.316044E-03,1.60027408,1.45844926,1.474068823529412
0.001,+1.825510E-03,1.59981812,1.32684565,1.341918823529412
0.002,+2.826623E-03,1.59936441,1.06361152,1.077618823529412
0.003,+3.824326E-03,1.59905745,0.800675777,0.8133188235294119
0.004,+4.818479E-03,1.59901331,0.537486705,0.5490188235294118
0.005,+5.811006E-03,1.59909383,0.274340139,0.2847188235294118
0.006,+6.808153E-03,1.59920615,0.010431282,0.020418823529411823
0.007,+7.800232E-03,1.59945102,-0.25255656,-0.24388117647058816
0.008,+8.789550E-03,1.5994483,-0.514867139,-0.5081811764705884
0.009,+9.781057E-03,1.59946792,-0.777951604,-0.7724811764705883
0.01,+1.049987E-02,1.59875367,-1.04114736,-1.0367811764705883
