IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.237886E-04,0.707696195,0.664439782,0.6762907352941177
0.0003,+1.037007E-03,0.705602306,0.611808322,0.6234307352941176
0.0005,+1.257840E-03,0.704769895,0.559189109,0.5705707352941176
0.001,+1.778282E-03,0.703397784,0.427587434,0.43842073529411757
0.002,+2.802669E-03,0.702765303,0.163603063,0.17412073529411753
0.003,+3.807768E-03,0.702192518,-0.0994608537,-0.09017926470588244
0.004,+4.807839E-03,0.701880257,-0.361845242,-0.35447926470588254
0.005,+5.804674E-03,0.701612076,-0.624774548,-0.6187792647058825
0.006,+6.798568E-03,0.701471595,-0.887901083,-0.8830792647058825
0.007,+7.797063E-03,0.701412253,-1.15101855,-1.1473792647058825
0.008,+8.782883E-03,0.701342722,-1.41415846,-1.4116792647058827
0.009,+9.784488E-03,0.701598078,-1.67730616,-1.6759792647058827
0.01,+1.049988E-02,0.700664767,-1.94026973,-1.9402792647058826
